1000000036,RF40908818000001000000036
1000000040,RF29908818000001000000040
1000000042,RF72908818000001000000042
1000000043,RF45908818000001000000043
1000000044,RF18908818000001000000044
1000000045,RF88908818000001000000045
1000000046,RF61908818000001000000046
1000000048,RF07908818000001000000048
1000000049,RF77908818000001000000049
1000000059,RF98908818000001000000059
1000000074,RF81908818000001000000074
1000000075,RF54908818000001000000075
1000000076,RF27908818000001000000076
1000000077,RF97908818000001000000077
1000000078,RF70908818000001000000078
1000000079,RF43908818000001000000079
1000000080,RF16908818000001000000080
1000000081,RF86908818000001000000081
1000000082,RF59908818000001000000082
1000000083,RF32908818000001000000083
1000000084,RF05908818000001000000084
1000000085,RF75908818000001000000085
1000000086,RF48908818000001000000086
1000000087,RF21908818000001000000087
1000000088,RF91908818000001000000088
1000000089,RF64908818000001000000089
1000000091,RF10908818000001000000091
1000000092,RF80908818000001000000092
1000000093,RF53908818000001000000093
1000000096,RF69908818000001000000096
1000000097,RF42908818000001000000097
1000000099,RF85908818000001000000099
1000000102,RF04908818000001000000102
1000000104,RF47908818000001000000104
1000000105,RF20908818000001000000105
1000000106,RF90908818000001000000106
1000000107,RF63908818000001000000107
1000000108,RF36908818000001000000108
1000000109,RF09908818000001000000109
1000000110,RF79908818000001000000110
1000000111,RF52908818000001000000111
1000000112,RF25908818000001000000112
1000000113,RF95908818000001000000113
1000000119,RF30908818000001000000119
1000000120,RF03908818000001000000120
1000000123,RF19908818000001000000123
1000000126,RF35908818000001000000126
1000000130,RF24908818000001000000130
1000000131,RF94908818000001000000131
1000000134,RF13908818000001000000134
1000001447,RF64908818000001000001447
1000001448,RF37908818000001000001448
1000001449,RF10908818000001000001449
1000001450,RF80908818000001000001450
1000001451,RF53908818000001000001451
1000001452,RF26908818000001000001452
1000001453,RF96908818000001000001453
1000001454,RF69908818000001000001454
1000001455,RF42908818000001000001455
1000001456,RF15908818000001000001456
1000001459,RF31908818000001000001459
1000001460,RF04908818000001000001460
1000001461,RF74908818000001000001461
1000001462,RF47908818000001000001462
1000001463,RF20908818000001000001463
1000001465,RF63908818000001000001465
1000001469,RF52908818000001000001469
1000001474,RF14908818000001000001474
1000001480,RF46908818000001000001480
1000001485,RF08908818000001000001485
1000011000,RF56908818000001000011000
1000020001,RF14908818000001000020001
1000020004,RF30908818000001000020004
1000021003,RF23908818000001000021003
1000023002,RF79908818000001000023002
1000029001,RF96908818000001000029001
1000029004,RF15908818000001000029004
1000029007,RF31908818000001000029007
1000031000,RF55908818000001000031000
1000031001,RF28908818000001000031001
1000031002,RF98908818000001000031002
1000031005,RF17908818000001000031005
1000031006,RF87908818000001000031006
1000031008,RF33908818000001000031008
1000031011,RF49908818000001000031011
1000038000,RF11908818000001000038000
1000038001,RF81908818000001000038001
1000038002,RF54908818000001000038002
1000038003,RF27908818000001000038003
1000038004,RF97908818000001000038004
1000039000,RF74908818000001000039000
1000041001,RF76908818000001000041001
1000042000,RF69908818000001000042000
1000042001,RF42908818000001000042001
1000042002,RF15908818000001000042002
1000042003,RF85908818000001000042003
